brand,model,vehicle_age,year,mileage,fuel_type,transmission,owner_count,price,region,listing_date,days_to_sale,mileage_per_year,is_luxury,listing_month,listing_year,listing_season,listing_date_str
Maruti Suzuki,Celerio,2,2022,60000.0,CNG,Manual,1,400000.0,East,2026-06-12 21:11:39.565205,9,30000.0,0,6,2026,Summer,2026-06-12
Ford,Ecosport,7,2017,90000.0,Diesel,Manual,2,498000.0,West,2026-04-08 12:17:30.565205,33,12857.142857142857,0,4,2026,Spring,2026-04-08
Maruti Suzuki,Swift Dzire,9,2015,55236.0,Petrol,Manual,3,350000.0,Central,2026-08-13 01:36:22.565205,38,6137.333333333333,0,8,2026,Summer,2026-08-13
Hyundai,i20,7,2017,60000.0,Diesel,Manual,2,450000.0,Metro,2026-02-18 16:53:26.565205,20,8571.42857142857,0,2,2026,Winter,2026-02-18
Hyundai,Verna,2,2022,25000.0,Petrol,Manual,1,850000.0,North,2026-04-18 22:05:13.565205,108,12500.0,0,4,2026,Spring,2026-04-18
Toyota,Innova,9,2015,126657.0,Diesel,Manual,3,535000.0,South,2025-10-30 21:38:58.565205,32,14073.0,0,10,2025,Fall,2025-10-30
Hyundai,Grand,7,2017,48000.0,Petrol,Automatic,2,345000.0,East,2026-08-25 19:04:44.565205,15,6857.142857142857,0,8,2026,Summer,2026-08-25
Honda,Civic,15,2009,70000.0,Petrol,Automatic,3,200000.0,West,2026-01-15 09:49:20.565205,11,4666.666666666667,0,1,2026,Winter,2026-01-15
Renault,Duster,6,2018,67000.0,Diesel,Manual,2,510000.0,Central,2025-10-23 01:30:56.565205,57,11166.666666666666,0,10,2025,Fall,2025-10-23
Maruti Suzuki,Dzire VXI,1,2023,10000.0,Petrol,Manual,1,675000.0,Metro,2025-12-22 06:34:17.565205,44,10000.0,0,12,2025,Winter,2025-12-22
Hyundai,i20,8,2016,64735.0,Diesel,Manual,3,325000.0,North,2026-05-01 09:37:54.565205,21,8091.875,0,5,2026,Spring,2026-05-01
Maruti Suzuki,Wagon R,11,2013,73000.0,CNG,Manual,3,210000.0,South,2026-01-29 09:40:49.565205,26,6636.363636363636,0,1,2026,Winter,2026-01-29
Maruti Suzuki,Swift Dzire,12,2012,92000.0,Diesel,Manual,3,199000.0,East,2026-01-09 17:43:46.565205,8,7666.666666666667,0,1,2026,Winter,2026-01-09
Honda,City,6,2018,25720.0,Petrol,Manual,2,765000.0,West,2026-01-18 02:58:11.565205,34,4286.666666666667,0,1,2026,Winter,2026-01-18
Maruti Suzuki,Vitara,5,2019,444000.0,Diesel,Manual,2,650000.0,Central,2025-12-18 04:09:55.565205,107,96000.0,0,12,2025,Winter,2025-12-18
Honda,City,2,2022,20000.0,Petrol,Manual,1,1075000.0,Metro,2026-07-10 05:09:57.565205,78,10000.0,0,7,2026,Summer,2026-07-10
BMW,5,10,2014,68000.0,Diesel,Automatic,3,1050000.0,North,2026-04-23 22:06:28.565205,29,6800.0,1,4,2026,Spring,2026-04-23
Maruti Suzuki,Ignis,4,2020,29000.0,Petrol,Manual,2,520000.0,South,2025-12-18 18:47:40.565205,35,7250.0,0,12,2025,Winter,2025-12-18
Skoda,Superb,9,2015,75000.0,Diesel,Manual,3,500000.0,East,2025-12-25 11:09:22.565205,37,8333.333333333334,0,12,2025,Winter,2025-12-25
BMW,5,6,2018,65000.0,Diesel,Automatic,2,2300000.0,West,2025-12-31 12:44:08.565205,62,10833.333333333334,1,12,2025,Winter,2025-12-31
Mercedes-Benz,GLS,4,2020,29000.0,Diesel,Automatic,2,6500000.0,Central,2025-09-22 10:19:24.565205,39,7250.0,1,9,2025,Fall,2025-09-22
Maruti Suzuki,Eeco,2,2022,29500.0,Petrol,Manual,1,424000.0,Metro,2026-01-16 20:12:18.565205,32,14750.0,0,1,2026,Winter,2026-01-16
Hyundai,Creta,5,2019,50000.0,Diesel,Automatic,2,940000.0,North,2026-08-30 10:08:10.565205,69,10000.0,0,8,2026,Summer,2026-08-30
Maruti Suzuki,Wagon R,5,2019,55000.0,CNG,Manual,2,325000.0,South,2026-07-18 10:50:25.565205,29,11000.0,0,7,2026,Summer,2026-07-18
Hyundai,i20,4,2020,15000.0,Petrol,Manual,2,620000.0,East,2026-08-02 02:56:29.565205,29,3750.0,0,8,2026,Summer,2026-08-02
Maruti Suzuki,Swift Dzire,5,2019,67195.0,Petrol,Manual,2,510000.0,West,2026-01-09 00:08:21.565205,26,13439.0,0,1,2026,Winter,2026-01-09
Maruti Suzuki,Eeco,2,2022,12000.0,CNG,Manual,1,420000.0,Central,2026-07-05 04:27:49.565205,10,6000.0,0,7,2026,Summer,2026-07-05
Skoda,Rapid,8,2016,70000.0,Diesel,Manual,3,375000.0,Metro,2026-02-03 06:30:13.565205,19,8750.0,0,2,2026,Winter,2026-02-03
Mercedes-Benz,C-Class,6,2018,38000.0,Diesel,Automatic,2,2399000.0,North,2026-01-23 17:42:19.565205,24,6333.333333333333,1,1,2026,Winter,2026-01-23
Hyundai,Grand,4,2020,39000.0,Diesel,Manual,2,395000.0,South,2026-01-23 06:55:19.565205,17,9750.0,0,1,2026,Winter,2026-01-23
Mahindra,XUV500,6,2018,45000.0,Diesel,Manual,2,745000.0,East,2025-10-25 05:02:12.565205,33,7500.0,0,10,2025,Fall,2025-10-25
Skoda,Superb,7,2017,54349.0,Diesel,Automatic,2,990000.0,West,2026-06-23 02:34:49.565205,44,7764.142857142857,0,6,2026,Summer,2026-06-23
Hyundai,i10,10,2014,55000.0,Petrol,Manual,3,200000.0,Central,2026-02-21 06:57:26.565205,7,5500.0,0,2,2026,Winter,2026-02-21
Mercedes-Benz,S-Class,7,2017,41700.0,Petrol,Automatic,2,5200000.0,Metro,2026-02-24 16:17:29.565205,46,5957.142857142857,1,2,2026,Winter,2026-02-24
Hyundai,Grand,7,2017,54000.0,Petrol,Manual,2,365000.0,North,2025-10-29 02:15:11.565205,11,7714.285714285715,0,10,2025,Fall,2025-10-29
Maruti Suzuki,Vitara,5,2019,42000.0,Diesel,Manual,2,725000.0,South,2026-01-23 10:40:45.565205,17,8400.0,0,1,2026,Winter,2026-01-23
Mahindra,XUV500,9,2015,86000.0,Diesel,Manual,3,500000.0,East,2025-10-18 23:20:07.565205,24,9555.555555555555,0,10,2025,Fall,2025-10-18
Mercedes-Benz,E-Class,4,2020,48000.0,Petrol,Automatic,2,3990000.0,West,2026-01-17 01:24:40.565205,150,12000.0,1,1,2026,Winter,2026-01-17
Volkswagen,Polo,7,2017,44202.0,Petrol,Automatic,2,515000.0,Central,2026-01-25 10:52:08.565205,15,6314.571428571428,0,1,2026,Winter,2026-01-25
Maruti Suzuki,Swift,7,2017,30167.0,Diesel,Manual,2,385000.0,Metro,2026-05-07 11:15:16.565205,87,4309.571428571428,0,5,2026,Spring,2026-05-07
Toyota,Fortuner,4,2020,34000.0,Diesel,Automatic,2,2800000.0,North,2026-09-15 00:05:39.565205,107,8500.0,0,9,2026,Fall,2026-09-15
Honda,City,5,2019,53123.0,Petrol,Manual,2,700000.0,South,2026-09-12 06:14:49.565205,44,10624.6,0,9,2026,Fall,2026-09-12
Toyota,Fortuner,7,2017,143000.0,Diesel,Manual,2,1300000.0,East,2026-03-02 11:37:37.565205,12,20428.571428571428,0,3,2026,Spring,2026-03-02
Hyundai,i20,5,2019,50000.0,Petrol,Manual,2,500000.0,West,2026-01-18 09:08:54.565205,30,10000.0,0,1,2026,Winter,2026-01-18
Maruti Suzuki,Swift,7,2017,60000.0,Petrol,Manual,2,350000.0,Central,2026-01-31 17:10:27.565205,16,8571.42857142857,0,1,2026,Winter,2026-01-31
Ford,Ecosport,5,2019,72000.0,Diesel,Manual,2,660000.0,Metro,2025-12-20 23:11:34.565205,78,14400.0,0,12,2025,Winter,2025-12-20
Toyota,Fortuner,9,2015,106059.0,Diesel,Automatic,3,1230000.0,North,2025-11-01 07:49:52.565205,10,11784.333333333334,0,11,2025,Fall,2025-11-01
Hyundai,Verna,7,2017,65706.0,Petrol,Manual,2,510000.0,South,2026-01-21 07:46:45.565205,22,9386.57142857143,0,1,2026,Winter,2026-01-21
Skoda,Superb,9,2015,75000.0,Diesel,Automatic,3,500000.0,East,2025-11-10 20:24:55.565205,17,8333.333333333334,0,11,2025,Fall,2025-11-10
Hyundai,i10,11,2013,50000.0,Petrol,Manual,3,215000.0,West,2026-07-29 23:31:02.565205,24,4545.454545454545,0,7,2026,Summer,2026-07-29
Maruti Suzuki,Ciaz,4,2020,51000.0,Diesel,Manual,2,690000.0,Central,2026-05-16 02:36:26.565205,10,12750.0,0,5,2026,Spring,2026-05-16
Toyota,Camry,6,2018,64000.0,Petrol,Automatic,2,1700000.0,Metro,2025-11-11 15:20:30.565205,99,10666.666666666666,0,11,2025,Fall,2025-11-11
Maruti Suzuki,Alto,8,2016,30764.0,Petrol,Manual,3,250000.0,North,2026-04-19 10:48:53.565205,20,3845.5,0,4,2026,Spring,2026-04-19
Hyundai,i20,4,2020,30000.0,Petrol,Manual,2,525000.0,South,2025-11-26 13:48:53.565205,32,7500.0,0,11,2025,Fall,2025-11-26
Toyota,Innova,2,2022,20000.0,Diesel,Automatic,1,1875000.0,East,2026-09-01 12:09:21.565205,24,10000.0,0,9,2026,Fall,2026-09-01
Hyundai,Creta,4,2020,32000.0,Petrol,Manual,2,1095000.0,West,2026-01-21 22:35:03.565205,139,8000.0,0,1,2026,Winter,2026-01-21
Skoda,Rapid,5,2019,75000.0,Diesel,Automatic,2,675000.0,Central,2025-12-14 21:34:53.565205,51,15000.0,0,12,2025,Winter,2025-12-14
Land Rover,Rover,9,2015,98000.0,Diesel,Automatic,3,2090000.0,Metro,2026-09-04 13:27:47.565205,44,10888.888888888889,1,9,2026,Fall,2026-09-04
Ford,Ecosport,6,2018,70727.0,Petrol,Automatic,2,605000.0,North,2026-03-02 01:13:42.565205,28,11787.833333333334,0,3,2026,Spring,2026-03-02
Maruti Suzuki,Baleno,5,2019,34000.0,Petrol,Manual,2,520000.0,South,2026-05-24 08:28:22.565205,12,6800.0,0,5,2026,Spring,2026-05-24
Maruti Suzuki,Alto,7,2017,41000.0,Petrol,Manual,2,225000.0,East,2026-04-24 01:51:44.565205,10,5857.142857142857,0,4,2026,Spring,2026-04-24
Hyundai,i10,11,2013,48000.0,Petrol,Manual,3,225000.0,West,2026-04-07 20:57:22.565205,33,4363.636363636364,0,4,2026,Spring,2026-04-07
Honda,City,4,2020,50000.0,Petrol,Manual,2,760000.0,Central,2025-10-08 19:37:29.565205,31,12500.0,0,10,2025,Fall,2025-10-08
Hyundai,i10,10,2014,80292.0,Petrol,Manual,3,200000.0,Metro,2025-10-04 02:41:03.565205,50,8029.2,0,10,2025,Fall,2025-10-04
Maruti Suzuki,Swift Dzire,5,2019,46800.0,Petrol,Manual,2,485000.0,North,2025-10-21 03:41:54.565205,47,9360.0,0,10,2025,Fall,2025-10-21
Maruti Suzuki,Ciaz,3,2021,19850.0,Diesel,Manual,1,799000.0,South,2025-10-18 01:20:57.565205,150,6616.666666666667,0,10,2025,Fall,2025-10-18
Hyundai,Creta,6,2018,30000.0,Diesel,Manual,2,865000.0,East,2025-12-25 16:45:42.565205,49,5000.0,0,12,2025,Winter,2025-12-25
Volvo,XC90,5,2019,85000.0,Diesel,Automatic,2,4100000.0,West,2025-11-10 05:21:06.565205,48,17000.0,1,11,2025,Fall,2025-11-10
Hyundai,Verna,8,2016,72156.0,Diesel,Manual,3,425000.0,Central,2026-03-07 11:25:37.565205,14,9019.5,0,3,2026,Spring,2026-03-07
Ford,Ecosport,4,2020,17000.0,Diesel,Manual,2,730000.0,Metro,2025-09-27 04:59:42.565205,64,4250.0,0,9,2025,Fall,2025-09-27
Honda,WR-V,4,2020,46000.0,Diesel,Manual,2,725000.0,North,2025-10-10 11:21:26.565205,50,11500.0,0,10,2025,Fall,2025-10-10
Maruti Suzuki,Alto,10,2014,64100.0,Petrol,Manual,3,210000.0,South,2025-09-24 05:34:46.565205,28,6410.0,0,9,2025,Fall,2025-09-24
Hyundai,Creta,4,2020,15000.0,Petrol,Automatic,2,1200000.0,East,2026-04-10 09:05:18.565205,87,3750.0,0,4,2026,Spring,2026-04-10
Mahindra,Scorpio,5,2019,64000.0,Diesel,Manual,2,1075000.0,West,2026-07-28 11:49:39.565205,54,12800.0,0,7,2026,Summer,2026-07-28
Mahindra,Scorpio,6,2018,120000.0,Diesel,Automatic,2,950000.0,Central,2026-04-28 17:23:10.565205,45,20000.0,0,4,2026,Spring,2026-04-28
Maruti Suzuki,Ertiga,5,2019,170000.0,CNG,Manual,2,600000.0,Metro,2025-12-01 13:02:00.565205,34,34000.0,0,12,2025,Winter,2025-12-01
Maruti Suzuki,Alto,12,2012,63000.0,Petrol,Manual,3,140000.0,North,2025-11-03 05:20:18.565205,24,5250.0,0,11,2025,Fall,2025-11-03
Honda,Amaze,8,2016,64000.0,Diesel,Manual,3,325000.0,South,2026-06-08 18:38:25.565205,21,8000.0,0,6,2026,Summer,2026-06-08
Mercedes-Benz,C-Class,9,2015,37000.0,Diesel,Automatic,3,1225000.0,East,2026-05-25 06:56:16.565205,35,4111.111111111111,1,5,2026,Spring,2026-05-25
Hyundai,i20,4,2020,14000.0,Petrol,Manual,2,525000.0,West,2026-09-04 17:52:35.565205,22,3500.0,0,9,2026,Fall,2026-09-04
BMW,3,4,2020,18000.0,Diesel,Automatic,2,2800000.0,Central,2026-05-22 22:39:16.565205,66,4500.0,1,5,2026,Spring,2026-05-22
Maruti Suzuki,Swift Dzire,6,2018,55000.0,Diesel,Manual,2,500000.0,Metro,2026-05-17 12:02:52.565205,50,9166.666666666666,0,5,2026,Spring,2026-05-17
Hyundai,Verna,6,2018,92380.0,Diesel,Manual,2,585000.0,North,2026-02-15 22:50:56.565205,48,15396.666666666666,0,2,2026,Winter,2026-02-15
Toyota,Innova,6,2018,85000.0,Diesel,Manual,2,1049000.0,South,2026-03-11 18:47:25.565205,38,14166.666666666666,0,3,2026,Spring,2026-03-11
Maruti Suzuki,Wagon R,2,2022,36000.0,Petrol,Manual,1,410000.0,East,2025-12-08 06:53:01.565205,19,18000.0,0,12,2025,Winter,2025-12-08
Maruti Suzuki,Swift,1,2023,21005.0,Petrol,Manual,1,645000.0,West,2026-01-09 02:12:07.565205,21,21005.0,0,1,2026,Winter,2026-01-09
Maruti Suzuki,Ciaz,4,2020,25000.0,Petrol,Automatic,2,740000.0,Central,2026-05-15 13:32:45.565205,86,6250.0,0,5,2026,Spring,2026-05-15
Hyundai,i10,8,2016,45000.0,Petrol,Manual,3,290000.0,Metro,2025-12-13 06:02:25.565205,13,5625.0,0,12,2025,Winter,2025-12-13
Maruti Suzuki,Wagon R,13,2011,61400.0,Petrol,Manual,3,128000.0,North,2026-01-02 17:08:00.565205,8,4723.076923076923,0,1,2026,Winter,2026-01-02
Toyota,Innova,4,2020,65434.0,Diesel,Manual,2,1575000.0,South,2025-10-27 00:25:13.565205,29,16358.5,0,10,2025,Fall,2025-10-27
Honda,Amaze,6,2018,59861.0,Petrol,Manual,2,387000.0,East,2025-12-08 13:47:06.565205,20,9976.833333333334,0,12,2025,Winter,2025-12-08
Hyundai,i10,7,2017,90000.0,Petrol,Manual,2,300000.0,West,2026-08-20 08:23:01.565205,34,12857.142857142857,0,8,2026,Summer,2026-08-20
Maruti Suzuki,Baleno,3,2021,8610.0,Petrol,Automatic,1,725000.0,Central,2026-01-16 00:14:35.565205,68,2870.0,0,1,2026,Winter,2026-01-16
Hyundai,i20,9,2015,54000.0,Petrol,Manual,3,315000.0,Metro,2025-11-19 10:17:14.565205,32,6000.0,0,11,2025,Fall,2025-11-19
Hyundai,Grand,6,2018,68000.0,Petrol,Manual,2,421000.0,North,2025-11-12 01:34:43.565205,33,11333.333333333334,0,11,2025,Fall,2025-11-12
Toyota,Innova,11,2013,44000.0,Diesel,Manual,3,700000.0,South,2026-04-04 06:23:03.565205,26,4000.0,0,4,2026,Spring,2026-04-04
Hyundai,Grand,6,2018,41000.0,Petrol,Manual,2,368000.0,East,2026-08-20 06:25:24.565205,17,6833.333333333333,0,8,2026,Summer,2026-08-20
Maruti Suzuki,Baleno,2,2022,20000.0,Petrol,Manual,1,635000.0,West,2025-11-05 18:52:02.565205,23,10000.0,0,11,2025,Fall,2025-11-05
Mahindra,Scorpio,9,2015,74841.0,Diesel,Manual,3,440000.0,Central,2026-04-05 10:43:08.565205,55,8315.666666666666,0,4,2026,Spring,2026-04-05
Maruti Suzuki,Ciaz,4,2020,44507.0,Petrol,Manual,2,690000.0,Metro,2026-01-03 04:45:28.565205,39,11126.75,0,1,2026,Winter,2026-01-03
Mercedes-Benz,E-Class,8,2016,70000.0,Diesel,Automatic,3,1025000.0,North,2025-11-15 12:20:57.565205,18,8750.0,1,11,2025,Fall,2025-11-15
Honda,Amaze,4,2020,30073.0,Petrol,Manual,2,475000.0,South,2025-10-25 01:32:06.565205,19,7518.25,0,10,2025,Fall,2025-10-25
BMW,5,8,2016,50000.0,Diesel,Automatic,3,1600000.0,East,2026-08-31 05:42:33.565205,18,6250.0,1,8,2026,Summer,2026-08-31
Porsche,Cayenne,6,2018,46500.0,Diesel,Automatic,2,6000000.0,West,2025-10-25 06:48:29.565205,60,7750.0,1,10,2025,Fall,2025-10-25
Maruti Suzuki,Alto,8,2016,68000.0,CNG,Manual,3,150000.0,Central,2026-08-22 09:59:48.565205,12,8500.0,0,8,2026,Summer,2026-08-22
Maruti Suzuki,Vitara,5,2019,54000.0,Diesel,Manual,2,750000.0,Metro,2026-03-15 08:51:07.565205,52,10800.0,0,3,2026,Spring,2026-03-15
Maruti Suzuki,Ertiga,7,2017,40000.0,Petrol,Manual,2,650000.0,North,2026-09-03 16:22:30.565205,36,5714.285714285715,0,9,2026,Fall,2026-09-03
Toyota,Innova,3,2021,11000.0,Diesel,Automatic,1,2275000.0,South,2025-11-13 13:03:27.565205,59,3666.6666666666665,0,11,2025,Fall,2025-11-13
Hyundai,Verna,8,2016,60000.0,Diesel,Manual,3,400000.0,East,2026-09-16 08:11:00.565205,11,7500.0,0,9,2026,Fall,2026-09-16
Hyundai,Creta,5,2019,52000.0,Petrol,Manual,2,949000.0,West,2025-10-17 11:06:00.565205,31,10400.0,0,10,2025,Fall,2025-10-17
Hyundai,Grand,4,2020,50000.0,Diesel,Manual,2,440000.0,Central,2026-03-11 06:42:40.565205,49,12500.0,0,3,2026,Spring,2026-03-11
Honda,City,10,2014,56000.0,Petrol,Manual,3,325000.0,Metro,2026-06-18 19:36:44.565205,32,5600.0,0,6,2026,Summer,2026-06-18
Skoda,Rapid,7,2017,60000.0,Petrol,Automatic,2,490000.0,North,2026-05-22 06:34:12.565205,52,8571.42857142857,0,5,2026,Spring,2026-05-22
Hyundai,Grand,2,2022,17000.0,Petrol,Manual,1,490000.0,South,2026-07-11 09:46:52.565205,49,8500.0,0,7,2026,Summer,2026-07-11
Ford,Endeavour,5,2019,70000.0,Diesel,Manual,2,2095000.0,East,2026-03-20 14:18:31.565205,75,14000.0,0,3,2026,Spring,2026-03-20
Hyundai,Verna,12,2012,55000.0,Petrol,Manual,3,250000.0,West,2026-06-07 06:33:49.565205,43,4583.333333333333,0,6,2026,Summer,2026-06-07
Hyundai,i10,7,2017,62000.0,Petrol,Manual,2,310000.0,Central,2026-03-03 15:44:47.565205,30,8857.142857142857,0,3,2026,Spring,2026-03-03
Maruti Suzuki,Ertiga,2,2022,23000.0,Petrol,Manual,1,830000.0,Metro,2026-07-27 16:00:50.565205,57,11500.0,0,7,2026,Summer,2026-07-27
Honda,City,7,2017,46000.0,Diesel,Manual,2,469000.0,North,2026-04-25 22:52:59.565205,29,6571.428571428572,0,4,2026,Spring,2026-04-25
Honda,Civic,2,2022,3000.0,Petrol,Automatic,1,1750000.0,South,2025-10-12 00:55:40.565205,150,1500.0,0,10,2025,Fall,2025-10-12
Audi,A6,3,2021,8253.0,Diesel,Automatic,1,3560000.0,East,2026-03-15 10:46:35.565205,146,2751.0,1,3,2026,Spring,2026-03-15
Hyundai,Grand,6,2018,15000.0,Petrol,Manual,2,470000.0,West,2026-03-21 16:14:45.565205,25,2500.0,0,3,2026,Spring,2026-03-21
Renault,Duster,5,2019,52000.0,Diesel,Manual,2,570000.0,Central,2026-09-01 00:14:22.565205,56,10400.0,0,9,2026,Fall,2026-09-01
Toyota,Camry,5,2019,85000.0,Petrol,Automatic,2,1850000.0,Metro,2026-05-01 18:41:01.565205,67,17000.0,0,5,2026,Spring,2026-05-01
Hyundai,i20,3,2021,30000.0,Petrol,Manual,1,550000.0,North,2026-05-14 15:20:43.565205,23,10000.0,0,5,2026,Spring,2026-05-14
Maruti Suzuki,Swift Dzire,10,2014,83000.0,Diesel,Manual,3,260000.0,South,2025-11-16 06:31:50.565205,28,8300.0,0,11,2025,Fall,2025-11-16
Maruti Suzuki,Baleno,1,2023,2085.0,Petrol,Manual,1,690000.0,East,2026-05-12 00:50:55.565205,32,2085.0,0,5,2026,Spring,2026-05-12
Maruti Suzuki,Wagon R,13,2011,11000.0,Petrol,Manual,3,195000.0,West,2026-06-11 06:01:36.565205,47,846.1538461538462,0,6,2026,Summer,2026-06-11
Toyota,Innova,14,2010,79000.0,Diesel,Manual,3,265000.0,Central,2026-01-26 20:27:19.565205,41,5642.857142857143,0,1,2026,Winter,2026-01-26
Hyundai,i20,6,2018,80000.0,Diesel,Manual,2,450000.0,Metro,2026-07-18 20:21:21.565205,39,13333.333333333334,0,7,2026,Summer,2026-07-18
Hyundai,i20,4,2020,34000.0,Diesel,Manual,2,680000.0,North,2026-09-01 08:03:43.565205,52,8500.0,0,9,2026,Fall,2026-09-01
Maruti Suzuki,Swift Dzire,5,2019,58000.0,Petrol,Manual,2,450000.0,South,2025-11-23 03:42:01.565205,32,11600.0,0,11,2025,Fall,2025-11-23
Maruti Suzuki,Wagon R,13,2011,80000.0,Petrol,Manual,3,95000.0,East,2026-01-10 03:53:43.565205,39,6153.846153846154,0,1,2026,Winter,2026-01-10
Mahindra,XUV500,9,2015,64345.0,Diesel,Manual,3,490000.0,West,2026-02-22 01:33:02.565205,11,7149.444444444444,0,2,2026,Winter,2026-02-22
Hyundai,Verna,3,2021,3700.0,Diesel,Manual,1,1220000.0,Central,2026-06-29 17:37:39.565205,69,1233.3333333333333,0,6,2026,Summer,2026-06-29
Hyundai,i20,9,2015,41890.0,Petrol,Manual,3,300000.0,Metro,2026-02-12 02:03:18.565205,27,4654.444444444444,0,2,2026,Winter,2026-02-12
Datsun,RediGO,4,2020,20000.0,Petrol,Manual,2,225000.0,North,2025-10-24 07:58:38.565205,18,5000.0,0,10,2025,Fall,2025-10-24
Skoda,Rapid,6,2018,54000.0,Diesel,Automatic,2,650000.0,South,2025-12-29 18:17:55.565205,25,9000.0,0,12,2025,Winter,2025-12-29
Maruti Suzuki,Vitara,4,2020,33000.0,Diesel,Manual,2,675000.0,East,2026-05-18 16:56:35.565205,90,8250.0,0,5,2026,Spring,2026-05-18
Ford,Ecosport,8,2016,67234.0,Diesel,Manual,3,400000.0,West,2026-01-10 03:06:31.565205,24,8404.25,0,1,2026,Winter,2026-01-10
Honda,City,11,2013,75000.0,Petrol,Manual,3,265000.0,Central,2026-05-07 07:20:03.565205,24,6818.181818181818,0,5,2026,Spring,2026-05-07
Mercedes-Benz,C-Class,8,2016,39000.0,Diesel,Automatic,3,1349000.0,Metro,2025-11-16 16:21:19.565205,49,4875.0,1,11,2025,Fall,2025-11-16
Datsun,GO,6,2018,19000.0,Petrol,Manual,2,261000.0,North,2025-11-12 18:54:00.565205,24,3166.6666666666665,0,11,2025,Fall,2025-11-12
Honda,City,6,2018,57000.0,Diesel,Manual,2,525000.0,South,2025-09-19 16:12:51.565205,69,9500.0,0,9,2025,Fall,2025-09-19
Maruti Suzuki,Ertiga,2,2022,25000.0,Diesel,Manual,1,1075000.0,East,2026-03-21 21:44:13.565205,59,12500.0,0,3,2026,Spring,2026-03-21
Renault,Duster,7,2017,157000.0,Diesel,Manual,2,550000.0,West,2026-06-01 16:45:10.565205,91,22428.571428571428,0,6,2026,Summer,2026-06-01
Honda,City,4,2020,41000.0,Petrol,Manual,2,750000.0,Central,2025-11-23 00:13:17.565205,31,10250.0,0,11,2025,Fall,2025-11-23
Maruti Suzuki,Baleno,1,2023,2000.0,Petrol,Manual,1,675000.0,Metro,2025-12-20 17:44:01.565205,76,2000.0,0,12,2025,Winter,2025-12-20
Honda,City,11,2013,86245.0,Petrol,Manual,3,305000.0,North,2025-12-24 11:08:28.565205,14,7840.454545454545,0,12,2025,Winter,2025-12-24
Maruti Suzuki,Swift Dzire,7,2017,55837.0,Petrol,Manual,2,415000.0,South,2025-10-02 05:02:03.565205,11,7976.714285714285,0,10,2025,Fall,2025-10-02
BMW,6,2,2022,7500.0,Petrol,Automatic,1,5700000.0,East,2026-01-18 18:22:54.565205,150,3750.0,1,1,2026,Winter,2026-01-18
Honda,City,9,2015,52000.0,Petrol,Manual,3,410000.0,West,2025-10-23 05:28:05.565205,19,5777.777777777777,0,10,2025,Fall,2025-10-23
Ford,Ecosport,8,2016,89005.0,Diesel,Manual,3,450000.0,Central,2026-04-18 19:50:19.565205,10,11125.625,0,4,2026,Spring,2026-04-18
Audi,A4,5,2019,40000.0,Diesel,Automatic,2,1850000.0,Metro,2026-05-07 15:41:55.565205,65,8000.0,1,5,2026,Spring,2026-05-07
Maruti Suzuki,Wagon R,1,2023,9000.0,CNG,Manual,1,545000.0,North,2026-04-20 05:24:44.565205,37,9000.0,0,4,2026,Spring,2026-04-20
Hyundai,Grand,7,2017,75000.0,Petrol,Manual,2,390000.0,South,2026-08-11 01:25:36.565205,18,10714.285714285714,0,8,2026,Summer,2026-08-11
Isuzu,D-Max,4,2020,61000.0,Diesel,Manual,2,1100000.0,East,2026-04-17 19:18:09.565205,30,15250.0,0,4,2026,Spring,2026-04-17
Maruti Suzuki,Alto,6,2018,29437.0,Petrol,Manual,2,265000.0,West,2025-10-06 16:17:36.565205,14,4906.166666666667,0,10,2025,Fall,2025-10-06
Maruti Suzuki,Swift,3,2021,69785.0,Petrol,Automatic,1,590000.0,Central,2026-01-30 06:30:52.565205,34,23261.666666666668,0,1,2026,Winter,2026-01-30
Maruti Suzuki,Swift,6,2018,75000.0,Diesel,Manual,2,425000.0,Metro,2026-05-20 11:38:00.565205,42,12500.0,0,5,2026,Spring,2026-05-20
Mercedes-Benz,C-Class,9,2015,51000.0,Petrol,Automatic,3,1190000.0,North,2026-06-05 04:19:21.565205,29,5666.666666666667,1,6,2026,Summer,2026-06-05
Maruti Suzuki,Baleno,4,2020,51000.0,Petrol,Manual,2,565000.0,South,2026-05-08 21:26:21.565205,25,12750.0,0,5,2026,Spring,2026-05-08
Hyundai,Grand,6,2018,35000.0,Petrol,Manual,2,390000.0,East,2025-10-02 01:30:32.565205,21,5833.333333333333,0,10,2025,Fall,2025-10-02
Maruti Suzuki,Swift Dzire,6,2018,80000.0,Diesel,Manual,2,365000.0,West,2025-10-26 13:25:08.565205,34,13333.333333333334,0,10,2025,Fall,2025-10-26
Skoda,Superb,8,2016,65000.0,Petrol,Manual,3,499000.0,Central,2025-10-22 16:49:35.565205,14,8125.0,0,10,2025,Fall,2025-10-22
Volkswagen,Vento,10,2014,41000.0,Petrol,Manual,3,325000.0,Metro,2026-08-23 16:18:52.565205,43,4100.0,0,8,2026,Summer,2026-08-23
Toyota,Innova,3,2021,30000.0,Diesel,Manual,1,1600000.0,North,2026-07-02 08:58:02.565205,44,10000.0,0,7,2026,Summer,2026-07-02
Toyota,Innova,4,2020,46000.0,Diesel,Automatic,2,1870000.0,South,2026-09-03 14:37:38.565205,56,11500.0,0,9,2026,Fall,2026-09-03
