brand,model,year,mileage,fuel_type,transmission,owner_count,region,price,listing_date,days_to_sale
Honda,CR-V,2020,46524,Hybrid,Automatic,1,North,19750.0,2025-11-11,38
Toyota,Highlander,2021,40877,Hybrid,Automatic,2,West,28550.0,2026-02-10,25
Hyundai,Sonata,2019,94542,Petrol,Automatic,2,Central,10700.0,2026-01-21,38
Ford,Explorer,2018,85287,Petrol,Automatic,2,Central,13350.0,2025-10-22,21
Toyota,Camry,2024,3000,Petrol,Automatic,2,North,26450.0,2026-03-18,34
Ford,Explorer,2023,14246,Petrol,Automatic,1,East,33800.0,2026-07-06,27
Chevrolet,Silverado,2021,41533,Hybrid,Automatic,1,Central,22300.0,2026-06-10,31
Audi,A6,2020,26976,Hybrid,Automatic,2,Metro,30100.0,2025-11-11,17
Audi,A6,2015,133157,Electric,Manual,1,East,11200.0,2025-10-12,34
Porsche,Panamera,2024,3000,Petrol,Manual,1,Metro,95800.0,2026-07-12,8
Volkswagen,Jetta,2018,76346,Petrol,Automatic,4,Metro,8000.0,2026-06-27,43
Honda,CR-V,2024,3000,Petrol,Manual,1,Central,26800.0,2025-12-24,44
Toyota,Tacoma,2017,58923,Hybrid,Automatic,1,Metro,14500.0,2025-10-01,37
Toyota,RAV4,2019,66545,Petrol,Automatic,1,South,16500.0,2026-01-30,45
Mazda,Mazda6,2024,3571,Hybrid,Automatic,1,Central,26850.0,2026-09-09,8
Volkswagen,Passat,2020,67693,Petrol,Automatic,2,North,12050.0,2025-12-21,7
Chevrolet,Malibu,2022,22321,Petrol,Automatic,2,Central,17300.0,2026-04-25,25
Honda,Pilot,2013,113639,Petrol,Manual,4,Central,5050.0,2026-09-08,18
Ford,F-150,2017,160320,Hybrid,Automatic,2,South,12450.0,2026-09-14,46
Toyota,Corolla,2022,24144,Petrol,Automatic,1,Metro,18850.0,2026-08-29,13
Mercedes-Benz,E-Class,2020,59780,Hybrid,Manual,2,Central,26800.0,2025-11-11,20
Audi,A4,2023,12751,Diesel,Automatic,2,Central,33800.0,2025-12-05,23
BMW,X5,2016,111878,Diesel,Automatic,2,Central,14750.0,2026-04-08,52
Chevrolet,Tahoe,2019,72731,Petrol,Manual,2,East,26750.0,2025-11-08,43
Hyundai,Sonata,2017,81745,Petrol,Automatic,3,South,6700.0,2026-05-26,22
Kia,Telluride,2020,45676,Petrol,Automatic,1,South,21450.0,2026-04-29,34
Honda,CR-V,2020,42694,Hybrid,Automatic,2,Metro,18150.0,2026-07-09,26
Mercedes-Benz,C-Class,2023,15880,Petrol,Automatic,1,Central,36800.0,2025-12-02,24
Tesla,Model S,2020,38755,Electric,Automatic,1,West,51750.0,2025-10-23,126
Hyundai,Tucson,2021,55612,Hybrid,Automatic,3,North,18150.0,2026-08-15,33
Mercedes-Benz,GLE,2021,46052,Hybrid,Automatic,2,Central,33650.0,2025-10-31,11
Hyundai,Santa Fe,2022,43322,Hybrid,Automatic,1,North,23600.0,2025-09-27,14
Hyundai,Sonata,2018,98844,Petrol,Automatic,3,West,9550.0,2025-10-06,49
Toyota,Highlander,2023,6925,Hybrid,Automatic,1,East,38800.0,2025-11-23,38
Hyundai,Santa Fe,2015,117574,Hybrid,Manual,1,North,8300.0,2025-11-01,124
Audi,A4,2020,37822,Hybrid,Automatic,2,Metro,20400.0,2026-06-21,42
Subaru,Impreza,2015,147781,Petrol,Automatic,4,Metro,5700.0,2026-06-02,130
Chevrolet,Equinox,2019,115353,Diesel,Automatic,1,West,10750.0,2025-11-11,69
Mazda,Mazda3,2014,201206,Petrol,Automatic,2,East,3000.0,2025-10-25,57
Hyundai,Elantra,2020,58719,Petrol,Manual,2,West,11600.0,2026-06-12,15
Hyundai,Santa Fe,2018,80278,Petrol,Automatic,2,East,11050.0,2025-12-21,33
Porsche,Panamera,2020,60087,Electric,Automatic,1,East,71900.0,2026-07-01,23
Ford,Mustang,2024,3000,Petrol,Manual,1,North,32700.0,2025-12-16,38
Audi,A6,2018,67274,Petrol,Automatic,1,East,23150.0,2026-01-09,48
Mercedes-Benz,GLC,2015,185950,Hybrid,Automatic,2,Central,6000.0,2026-01-02,42
Kia,Forte,2023,7909,Petrol,Automatic,2,North,16500.0,2026-05-15,29
Honda,Civic,2015,130497,Petrol,Automatic,2,Central,4600.0,2026-04-09,49
Honda,CR-V,2019,29792,Petrol,Automatic,1,Central,17250.0,2025-11-19,46
BMW,M3,2023,11566,Petrol,Manual,1,East,62500.0,2026-08-20,34
Honda,Pilot,2017,65959,Petrol,Automatic,1,Central,17650.0,2026-05-24,14
Ford,Explorer,2015,118733,Diesel,Automatic,2,Metro,6550.0,2026-07-28,26
BMW,3 Series,2020,96682,Petrol,Automatic,1,South,21650.0,2026-06-23,38
Ford,Mustang,2017,89271,Diesel,Automatic,1,South,8650.0,2026-05-11,38
Subaru,Impreza,2019,48161,Petrol,Manual,1,South,10800.0,2026-07-03,46
Toyota,Highlander,2020,70051,Petrol,Manual,1,North,22700.0,2025-09-17,20
Mercedes-Benz,GLE,2022,10830,Petrol,Manual,1,Metro,46150.0,2026-05-23,61
Toyota,Highlander,2018,55564,Petrol,Automatic,2,Central,18300.0,2026-05-03,53
Kia,Telluride,2014,180052,Hybrid,Automatic,1,South,5800.0,2026-05-14,117
Volkswagen,Jetta,2014,138994,Petrol,Manual,2,East,2750.0,2026-06-14,33
Toyota,Highlander,2024,3000,Petrol,Manual,1,West,39250.0,2025-12-18,15
BMW,X3,2022,24873,Petrol,Automatic,1,East,34000.0,2026-09-13,33
BMW,3 Series,2018,87558,Petrol,Automatic,1,North,14200.0,2026-04-20,21
Mercedes-Benz,C-Class,2013,191548,Petrol,Automatic,1,North,5650.0,2025-12-22,140
Toyota,RAV4,2024,3000,Hybrid,Automatic,1,West,32400.0,2026-08-03,24
Subaru,Outback,2023,12024,Hybrid,Automatic,1,West,28550.0,2026-07-02,41
Nissan,Altima,2012,178117,Petrol,Automatic,3,South,3250.0,2025-11-19,140
Toyota,Highlander,2019,94332,Petrol,Automatic,1,South,21400.0,2026-01-19,24
Toyota,Highlander,2020,30402,Hybrid,Automatic,1,East,28000.0,2025-10-24,29
Honda,CR-V,2022,18565,Hybrid,Automatic,1,Metro,28650.0,2026-04-18,74
Kia,Telluride,2022,28134,Petrol,Automatic,2,North,26800.0,2025-10-09,35
Audi,A4,2015,143348,Petrol,Automatic,2,South,6750.0,2025-10-09,32
Toyota,Corolla,2021,36730,Petrol,Automatic,3,South,14150.0,2025-10-16,19
Tesla,Model X,2020,32438,Electric,Automatic,2,South,50200.0,2025-10-19,42
Ford,Explorer,2013,114990,Electric,Manual,1,Metro,8500.0,2025-12-18,43
Tesla,Model 3,2012,154279,Electric,Automatic,1,East,5050.0,2026-02-23,140
Nissan,Pathfinder,2022,30588,Petrol,Manual,1,South,25800.0,2026-07-30,15
Audi,Q7,2017,73835,Petrol,Automatic,3,South,13300.0,2026-05-16,31
Kia,Forte,2021,38039,Petrol,Automatic,1,East,13400.0,2026-04-29,37
Porsche,Macan,2022,40275,Electric,Manual,1,West,51850.0,2026-07-14,16
Mercedes-Benz,C-Class,2022,39996,Petrol,Automatic,1,South,32550.0,2026-01-06,35
Mercedes-Benz,C-Class,2021,62324,Diesel,Automatic,2,South,25800.0,2025-11-01,18
Toyota,Tacoma,2018,92997,Diesel,Automatic,2,West,13950.0,2025-10-26,23
Tesla,Model X,2021,39422,Electric,Automatic,2,North,55600.0,2025-12-03,45
Mazda,CX-9,2012,281296,Petrol,Automatic,3,West,4550.0,2026-07-16,119
Hyundai,Santa Fe,2024,3843,Hybrid,Automatic,1,North,32850.0,2025-10-10,10
BMW,3 Series,2017,140154,Electric,Automatic,1,East,10850.0,2026-06-15,58
Ford,F-150,2017,120943,Electric,Manual,1,South,11600.0,2026-06-09,23
Volkswagen,Golf,2016,113052,Petrol,Automatic,1,Central,5350.0,2026-04-27,34
Chevrolet,Equinox,2020,47654,Petrol,Automatic,1,South,15200.0,2025-11-13,12
Honda,Civic,2015,83430,Hybrid,Automatic,1,Metro,6850.0,2026-06-08,50
Audi,A6,2017,79880,Petrol,Automatic,4,West,15950.0,2025-11-13,31
Ford,Mustang,2024,3000,Petrol,Automatic,1,West,35850.0,2025-09-28,5
Hyundai,Elantra,2018,71741,Petrol,Automatic,3,East,8700.0,2026-06-03,23
BMW,5 Series,2024,3000,Petrol,Automatic,1,Central,54100.0,2026-01-02,27
Ford,Escape,2023,16650,Petrol,Automatic,1,West,24100.0,2026-08-02,19
Mercedes-Benz,C-Class,2012,123658,Electric,Automatic,1,West,5650.0,2026-08-15,140
Subaru,Impreza,2014,133704,Petrol,Automatic,1,South,3550.0,2026-04-09,60
Honda,Civic,2012,158394,Petrol,Automatic,1,South,3000.0,2026-05-08,18
Volkswagen,Tiguan,2021,57480,Petrol,Manual,1,South,16700.0,2026-07-17,62
Ford,Mustang,2024,3000,Petrol,Manual,1,Metro,34200.0,2025-10-09,23
Mercedes-Benz,E-Class,2024,3000,Petrol,Automatic,1,East,62900.0,2026-08-21,47
Nissan,Rogue,2022,15465,Petrol,Automatic,1,South,23350.0,2025-10-11,23
Mazda,CX-9,2024,3000,Petrol,Automatic,1,West,40200.0,2026-05-19,47
Chevrolet,Tahoe,2016,118259,Petrol,Automatic,2,Metro,14950.0,2026-06-08,22
Toyota,Corolla,2023,13200,Hybrid,Automatic,1,East,21250.0,2025-10-06,18
BMW,X5,2019,58342,Petrol,Manual,2,West,29150.0,2026-01-07,67
Mercedes-Benz,E-Class,2021,37823,Petrol,Manual,1,Metro,33750.0,2026-03-22,17
Toyota,RAV4,2017,87135,Petrol,Manual,2,South,11750.0,2025-11-28,30
Honda,Civic,2014,115306,Petrol,Automatic,3,East,4150.0,2025-10-20,18
Honda,Pilot,2024,3000,Petrol,Automatic,1,South,39100.0,2026-05-15,7
Honda,CR-V,2021,44829,Hybrid,Automatic,1,North,23450.0,2025-11-13,57
Mazda,CX-5,2018,154052,Petrol,Automatic,2,West,8500.0,2026-06-15,22
Audi,Q5,2017,108478,Petrol,Automatic,2,East,10850.0,2026-03-02,75
Chevrolet,Malibu,2022,27426,Petrol,Automatic,1,South,18800.0,2025-10-03,40
Ford,Escape,2017,172864,Petrol,Automatic,2,West,4550.0,2026-04-20,39
Kia,Telluride,2022,40811,Hybrid,Automatic,1,South,27550.0,2026-08-14,25
Ford,F-150,2013,211766,Hybrid,Automatic,3,West,4550.0,2026-04-04,118
Audi,A4,2014,91071,Diesel,Automatic,2,East,5150.0,2025-11-13,10
BMW,3 Series,2020,77506,Petrol,Automatic,3,Central,18000.0,2026-08-19,12
Honda,Pilot,2022,40126,Petrol,Automatic,1,East,28800.0,2026-03-24,21
BMW,M3,2024,3000,Electric,Automatic,1,North,81650.0,2026-04-24,42
Volkswagen,Tiguan,2020,77276,Petrol,Automatic,1,West,14550.0,2026-02-21,9
Mercedes-Benz,GLC,2024,3000,Hybrid,Automatic,1,Metro,56700.0,2026-03-14,51
Audi,Q7,2019,32705,Petrol,Automatic,1,East,27950.0,2026-03-04,53
Tesla,Model Y,2023,10938,Electric,Automatic,1,South,41700.0,2026-08-25,17
Tesla,Model Y,2015,123380,Electric,Automatic,2,West,10650.0,2025-11-16,8
Honda,CR-V,2015,137923,Hybrid,Automatic,2,North,5550.0,2026-03-16,57
Ford,Explorer,2022,16053,Petrol,Automatic,1,South,27250.0,2026-08-21,32
Audi,Q7,2012,173493,Diesel,Automatic,1,East,7450.0,2026-06-01,140
Mercedes-Benz,GLE,2021,43959,Petrol,Automatic,1,West,37300.0,2025-10-07,35
Chevrolet,Equinox,2019,78088,Petrol,Automatic,3,Central,10950.0,2025-09-25,55
Chevrolet,Tahoe,2024,3000,Petrol,Manual,1,Central,49250.0,2026-07-21,20
Toyota,Camry,2020,68985,Petrol,Manual,2,Metro,16200.0,2025-09-23,33
Mazda,Mazda6,2016,94961,Petrol,Automatic,3,Metro,7700.0,2025-10-11,15
Audi,A4,2016,69070,Diesel,Automatic,1,South,9400.0,2026-07-06,43
Ford,F-150,2018,95186,Hybrid,Manual,2,West,14850.0,2026-08-12,39
Chevrolet,Tahoe,2023,13985,Diesel,Automatic,1,North,48300.0,2025-10-28,51
Audi,A4,2021,36507,Diesel,Automatic,1,North,24650.0,2025-10-05,29
Honda,Civic,2019,99507,Hybrid,Manual,1,South,9650.0,2025-11-24,36
Honda,CR-V,2022,19578,Petrol,Automatic,1,South,26100.0,2026-03-21,22
Audi,Q7,2024,3000,Petrol,Automatic,1,South,65050.0,2026-05-07,16
BMW,X5,2022,21169,Petrol,Automatic,1,South,47750.0,2025-12-11,26
Mazda,CX-9,2019,79672,Petrol,Automatic,1,North,18550.0,2026-04-01,28
Tesla,Model S,2014,89173,Electric,Automatic,3,West,10950.0,2026-08-07,27
Toyota,Tacoma,2022,25645,Petrol,Automatic,1,North,25950.0,2025-10-23,51
Mazda,Mazda6,2024,3000,Petrol,Automatic,1,East,27600.0,2026-01-08,9
Nissan,Rogue,2024,3000,Petrol,Automatic,1,North,27500.0,2026-08-25,17
BMW,M3,2022,35752,Petrol,Automatic,2,North,52850.0,2025-10-11,36
Honda,Pilot,2018,62152,Diesel,Automatic,2,South,17550.0,2026-07-02,50
Audi,Q7,2023,11097,Petrol,Automatic,1,West,56950.0,2026-08-08,39
Volkswagen,Golf,2023,11711,Diesel,Automatic,1,West,22400.0,2025-10-19,10
Toyota,Camry,2017,110761,Petrol,Automatic,2,West,10450.0,2026-06-28,30
BMW,M3,2018,70915,Petrol,Automatic,1,North,30200.0,2026-04-28,25
Nissan,Rogue,2018,89922,Petrol,Automatic,2,Central,9200.0,2026-05-12,32
Volkswagen,Tiguan,2019,51775,Hybrid,Automatic,3,West,14250.0,2026-09-07,25
Audi,Q5,2021,46227,Hybrid,Manual,2,Central,21900.0,2026-03-20,25
Honda,Accord,2020,53263,Petrol,Automatic,3,West,17150.0,2026-06-06,28
Tesla,Model S,2017,64945,Electric,Automatic,2,Metro,27250.0,2026-02-24,19
Tesla,Model X,2012,163723,Electric,Automatic,1,South,10550.0,2026-04-26,81
Honda,CR-V,2017,115130,Petrol,Manual,3,South,6500.0,2025-11-01,20
BMW,3 Series,2018,103125,Petrol,Automatic,2,North,12200.0,2026-04-15,25
Kia,Telluride,2013,175881,Petrol,Automatic,1,Metro,5050.0,2026-06-26,73
Tesla,Model Y,2018,77690,Electric,Automatic,2,North,18250.0,2025-11-21,32
BMW,3 Series,2016,131105,Petrol,Manual,2,East,9200.0,2026-01-14,64
Mercedes-Benz,C-Class,2019,69484,Petrol,Automatic,1,East,17300.0,2026-08-26,41
Kia,Sportage,2015,116950,Petrol,Manual,1,Metro,5950.0,2026-01-13,23
BMW,3 Series,2024,3000,Diesel,Automatic,1,Metro,47250.0,2025-10-10,28
Audi,Q7,2015,112132,Diesel,Automatic,4,South,9250.0,2026-05-30,56
Mercedes-Benz,GLC,2015,125320,Hybrid,Manual,1,South,6900.0,2026-05-25,44
Honda,Civic,2018,99321,Petrol,Automatic,2,Central,7700.0,2026-06-17,20
Honda,Pilot,2012,128684,Petrol,Manual,4,Metro,6950.0,2026-02-14,29
Toyota,Camry,2023,15984,Hybrid,Automatic,1,South,25000.0,2026-08-19,11
Toyota,Corolla,2018,88608,Hybrid,Manual,1,South,8950.0,2025-11-24,38
Ford,Mustang,2019,72848,Diesel,Automatic,3,West,13950.0,2026-01-02,35
Toyota,RAV4,2020,42761,Petrol,Automatic,1,East,19450.0,2026-01-07,44
Hyundai,Tucson,2023,18032,Petrol,Automatic,1,South,25000.0,2026-05-10,16
Audi,A4,2023,30720,Petrol,Automatic,1,West,40650.0,2026-09-10,16
Nissan,Pathfinder,2021,53928,Petrol,Automatic,2,East,22350.0,2026-09-09,38
Mercedes-Benz,GLC,2023,10421,Petrol,Automatic,1,Metro,46100.0,2026-06-05,42
Mercedes-Benz,E-Class,2020,59703,Diesel,Manual,2,East,25650.0,2026-07-30,50
Toyota,Corolla,2022,25537,Petrol,Automatic,1,North,17700.0,2026-09-14,27
Ford,F-150,2020,51400,Petrol,Automatic,1,South,19600.0,2026-05-12,34
BMW,5 Series,2014,95354,Petrol,Automatic,1,East,9400.0,2026-06-15,19
Toyota,Camry,2024,3000,Hybrid,Manual,2,North,27700.0,2026-01-31,24
Ford,Mustang,2020,50459,Petrol,Automatic,1,South,18000.0,2026-03-18,33
Subaru,Impreza,2024,3000,Petrol,Automatic,1,West,23400.0,2026-05-30,20
Toyota,Tacoma,2021,40504,Hybrid,Automatic,1,South,23250.0,2026-08-30,17
Volkswagen,Golf,2021,38153,Petrol,Automatic,3,South,15450.0,2025-09-27,25
Honda,Civic,2022,53496,Petrol,Automatic,1,West,20300.0,2026-06-14,3
Audi,Q7,2018,125100,Petrol,Automatic,2,East,20850.0,2026-08-29,56
Toyota,RAV4,2022,21722,Hybrid,Automatic,1,North,25200.0,2026-09-07,35
Hyundai,Sonata,2015,78135,Hybrid,Automatic,1,Metro,5550.0,2026-06-04,17
Tesla,Model Y,2014,159273,Electric,Automatic,3,Metro,7750.0,2026-04-21,47
Honda,Pilot,2016,118098,Petrol,Automatic,1,East,11850.0,2026-08-14,15
Volkswagen,Passat,2023,13030,Diesel,Automatic,1,West,25900.0,2026-06-14,19
Mazda,Mazda3,2019,69514,Petrol,Manual,2,West,11150.0,2026-02-01,27
Ford,Mustang,2014,127677,Petrol,Automatic,1,North,4300.0,2026-02-19,43
Ford,Explorer,2014,219539,Petrol,Automatic,3,Central,4550.0,2026-08-25,21
Subaru,Forester,2020,48784,Petrol,Automatic,1,North,16100.0,2025-09-23,30
Honda,Civic,2021,37079,Diesel,Automatic,1,South,15200.0,2025-09-27,11
Honda,Civic,2024,3000,Hybrid,Automatic,1,South,25400.0,2026-05-02,13
Volkswagen,Golf,2016,91920,Petrol,Automatic,2,East,5050.0,2026-02-14,33
Mercedes-Benz,C-Class,2013,178880,Diesel,Automatic,2,North,5650.0,2025-10-27,140
Mercedes-Benz,GLC,2017,92276,Hybrid,Automatic,1,North,11150.0,2026-08-04,43
Chevrolet,Tahoe,2021,49912,Petrol,Automatic,1,South,38250.0,2026-06-08,19
Honda,CR-V,2019,101983,Petrol,Automatic,1,North,13850.0,2026-06-28,24
Kia,Forte,2022,48345,Petrol,Automatic,1,South,14600.0,2025-10-25,42
Toyota,Tacoma,2016,146982,Diesel,Automatic,3,East,8800.0,2026-07-08,20
Mazda,CX-5,2018,81250,Petrol,Automatic,2,North,12000.0,2025-10-15,25
Porsche,Macan,2018,75089,Petrol,Automatic,2,West,32250.0,2026-06-08,18
Mercedes-Benz,E-Class,2013,129174,Petrol,Manual,1,West,7200.0,2026-06-10,48
Ford,Explorer,2013,99264,Petrol,Automatic,1,South,4900.0,2026-05-19,61
Honda,Accord,2017,107121,Diesel,Automatic,2,South,9400.0,2026-05-07,44
Mazda,CX-5,2024,3000,Petrol,Manual,2,Central,28250.0,2025-10-30,22
Mazda,Mazda6,2017,69230,Petrol,Automatic,2,Metro,10950.0,2026-06-19,21
Audi,A4,2020,40090,Petrol,Manual,1,South,18950.0,2026-08-19,16
Subaru,Outback,2016,132015,Petrol,Automatic,1,North,6950.0,2026-03-04,41
Audi,A4,2013,165907,Petrol,Automatic,3,West,5150.0,2025-11-29,140
Volkswagen,Golf,2021,30495,Diesel,Automatic,2,South,14900.0,2026-01-09,15
Ford,Explorer,2022,26872,Petrol,Automatic,1,Metro,30300.0,2026-03-02,32
Hyundai,Elantra,2022,32363,Hybrid,Automatic,1,West,17750.0,2026-05-21,34
Audi,Q5,2022,18521,Hybrid,Automatic,1,Metro,38050.0,2026-06-06,46
Toyota,Camry,2023,16197,Petrol,Automatic,1,West,23500.0,2026-02-11,15
BMW,X5,2012,189869,Petrol,Automatic,3,South,8050.0,2026-07-27,140
Toyota,RAV4,2013,174611,Petrol,Automatic,2,Central,5950.0,2025-12-26,59
Mazda,Mazda6,2023,20045,Petrol,Automatic,1,West,27150.0,2026-02-14,36
Audi,A6,2013,144544,Petrol,Automatic,2,Metro,7100.0,2026-07-07,53
BMW,5 Series,2012,138541,Petrol,Automatic,2,South,6950.0,2025-12-18,101
Porsche,Macan,2022,44249,Petrol,Automatic,1,West,55500.0,2025-11-29,35
Volkswagen,Jetta,2017,97302,Hybrid,Automatic,4,North,5600.0,2026-02-12,21
Porsche,911,2020,60389,Petrol,Automatic,2,East,75350.0,2026-01-13,3
Mercedes-Benz,GLC,2018,59791,Electric,Automatic,1,South,17500.0,2025-12-22,24
Toyota,Camry,2022,41257,Hybrid,Manual,1,Central,21800.0,2026-04-05,8
Toyota,Corolla,2019,57190,Hybrid,Automatic,1,Metro,11450.0,2026-07-20,29
Honda,CR-V,2021,54705,Petrol,Automatic,3,Central,18300.0,2025-12-01,61
Nissan,Rogue,2014,128374,Petrol,Automatic,2,South,3500.0,2026-01-23,32
Nissan,Altima,2021,35309,Petrol,Automatic,2,South,15000.0,2026-09-04,45
Mazda,Mazda3,2022,33314,Petrol,Automatic,2,Central,18050.0,2026-06-07,11
Ford,Escape,2015,109800,Petrol,Automatic,1,East,5200.0,2026-07-20,28
Ford,Escape,2024,3000,Petrol,Automatic,1,West,28800.0,2025-10-16,19
Honda,Accord,2022,24150,Petrol,Automatic,1,North,23150.0,2026-02-15,63
Ford,F-150,2013,93611,Petrol,Automatic,4,East,6800.0,2026-01-04,115
Ford,Escape,2013,100717,Petrol,Automatic,2,South,4800.0,2026-01-29,140
Mercedes-Benz,GLC,2012,218719,Hybrid,Automatic,2,Metro,6000.0,2026-08-11,140
Kia,Sportage,2024,3000,Petrol,Automatic,1,Metro,31200.0,2026-02-24,30
Tesla,Model S,2016,78370,Electric,Automatic,1,East,25850.0,2026-02-14,69
Honda,Accord,2015,142757,Petrol,Automatic,2,East,7300.0,2025-12-10,24
Nissan,Rogue,2017,60823,Petrol,Automatic,3,Metro,8250.0,2025-12-01,19
Chevrolet,Equinox,2020,70163,Petrol,Automatic,2,West,14150.0,2026-04-26,28
Kia,Optima,2016,78183,Petrol,Automatic,2,South,5900.0,2026-06-02,34
BMW,M3,2017,93597,Petrol,Automatic,2,East,25200.0,2026-07-11,47
Honda,Pilot,2021,43508,Petrol,Automatic,2,North,26250.0,2026-06-05,35
Honda,CR-V,2023,17678,Hybrid,Automatic,1,West,28950.0,2026-06-30,24
Mercedes-Benz,C-Class,2018,83347,Hybrid,Automatic,1,South,15350.0,2026-06-24,38
Nissan,Pathfinder,2019,72879,Petrol,Manual,1,South,15500.0,2025-11-19,45
Toyota,Tacoma,2021,47656,Hybrid,Manual,2,South,19300.0,2025-12-29,23
Audi,Q5,2018,95456,Petrol,Automatic,2,North,17300.0,2026-07-12,21
Mercedes-Benz,C-Class,2020,56766,Petrol,Automatic,1,Central,21150.0,2026-05-19,19
Volkswagen,Jetta,2021,30416,Petrol,Automatic,1,South,15650.0,2026-09-01,29
Chevrolet,Equinox,2023,11541,Petrol,Automatic,2,South,21250.0,2026-01-19,34
Volkswagen,Passat,2012,192690,Petrol,Automatic,3,Metro,3500.0,2026-09-06,140
Chevrolet,Silverado,2016,84077,Petrol,Automatic,1,Metro,13650.0,2026-04-13,20
Porsche,Cayenne,2022,20046,Hybrid,Manual,1,Central,62850.0,2026-05-04,37
Hyundai,Elantra,2020,62327,Hybrid,Manual,3,East,9800.0,2026-02-05,28
Tesla,Model X,2022,35377,Electric,Automatic,1,Metro,75150.0,2025-12-15,51
Toyota,Camry,2012,127075,Hybrid,Automatic,2,Metro,3250.0,2026-03-19,36
Kia,Telluride,2018,70481,Petrol,Automatic,2,West,14850.0,2026-01-13,10
Subaru,Forester,2020,61272,Petrol,Automatic,1,Central,14650.0,2026-05-24,16
Ford,Mustang,2022,23537,Petrol,Manual,1,South,26600.0,2026-01-30,26
Honda,Accord,2020,52545,Hybrid,Automatic,1,West,19100.0,2025-09-28,94
BMW,X3,2021,48265,Electric,Automatic,3,Metro,29750.0,2026-05-07,37
BMW,X5,2019,80296,Hybrid,Automatic,2,Metro,29450.0,2026-06-10,34
Mercedes-Benz,C-Class,2024,3000,Petrol,Automatic,1,South,48050.0,2025-12-08,28
BMW,5 Series,2022,24585,Petrol,Automatic,2,West,41050.0,2026-09-10,20
Audi,Q5,2017,60852,Hybrid,Automatic,2,North,13500.0,2026-07-24,50
Tesla,Model Y,2023,12167,Electric,Automatic,1,Metro,44900.0,2026-06-18,17
Volkswagen,Passat,2019,54907,Petrol,Automatic,3,East,13250.0,2026-04-08,50
Tesla,Model S,2018,69424,Electric,Automatic,1,South,33850.0,2026-07-12,31
Mazda,CX-5,2023,11456,Petrol,Manual,1,South,25350.0,2025-09-24,32
Tesla,Model S,2023,14130,Electric,Automatic,1,North,73200.0,2025-11-09,29
Mazda,Mazda6,2024,3000,Petrol,Manual,1,West,27950.0,2025-12-11,5
Toyota,Corolla,2015,88703,Petrol,Automatic,3,South,5500.0,2026-07-29,16
Tesla,Model X,2023,27044,Electric,Automatic,1,East,80250.0,2025-12-08,25
Chevrolet,Malibu,2024,3000,Petrol,Manual,1,Metro,25150.0,2026-08-01,32
Ford,Escape,2014,154684,Petrol,Automatic,3,East,3350.0,2026-04-18,127
BMW,X3,2017,114963,Petrol,Automatic,2,South,9000.0,2025-11-18,8
Chevrolet,Tahoe,2013,242979,Petrol,Automatic,1,West,6850.0,2026-02-26,132
BMW,3 Series,2024,3602,Petrol,Automatic,1,East,48550.0,2026-09-04,14
Nissan,Altima,2014,142055,Petrol,Automatic,2,North,3900.0,2025-11-12,27
Toyota,Corolla,2023,21477,Hybrid,Automatic,1,East,19950.0,2026-09-13,17
Hyundai,Sonata,2024,3000,Petrol,Manual,1,Metro,26600.0,2026-01-12,19
Hyundai,Sonata,2022,48237,Petrol,Automatic,1,Central,18500.0,2026-01-28,30
Kia,Sportage,2016,129500,Petrol,Automatic,3,Central,5800.0,2025-11-04,28
Toyota,Camry,2017,70959,Hybrid,Automatic,2,Central,10350.0,2026-03-01,32
Tesla,Model X,2018,84213,Electric,Automatic,1,East,36050.0,2026-01-12,37
Ford,Explorer,2012,174003,Petrol,Automatic,1,North,4550.0,2026-02-19,140
Kia,Sportage,2018,59671,Petrol,Manual,2,North,9550.0,2026-05-01,55
Honda,CR-V,2016,124422,Petrol,Manual,2,East,8900.0,2025-10-31,30
Ford,Explorer,2022,30897,Electric,Automatic,1,Metro,29850.0,2026-06-19,38
Ford,Escape,2024,3000,Petrol,Automatic,1,East,29350.0,2026-03-19,16
Audi,Q5,2016,75908,Petrol,Automatic,3,West,11050.0,2026-09-02,28
Nissan,Sentra,2022,47492,Petrol,Automatic,1,South,15250.0,2026-04-20,17
Kia,Sportage,2024,3000,Petrol,Automatic,1,East,26850.0,2026-03-14,23
Toyota,Tacoma,2021,21409,Hybrid,Manual,1,East,22800.0,2026-08-04,8
Tesla,Model 3,2021,31355,Electric,Automatic,1,East,26950.0,2026-04-04,17
Volkswagen,Jetta,2023,7854,Petrol,Automatic,1,East,21750.0,2026-06-02,20
Tesla,Model Y,2015,186482,Electric,Automatic,2,Metro,9550.0,2026-03-08,109
Tesla,Model 3,2024,3000,Electric,Automatic,1,West,45200.0,2026-01-14,9
Volkswagen,Tiguan,2017,87206,Petrol,Automatic,4,Central,9100.0,2025-11-11,9
Kia,Optima,2021,39950,Petrol,Manual,2,East,14450.0,2026-09-10,29
Audi,Q7,2012,180719,Petrol,Automatic,1,Central,7450.0,2026-08-26,140
Tesla,Model X,2020,46551,Electric,Automatic,1,West,51050.0,2026-01-20,21
Nissan,Pathfinder,2022,33902,Petrol,Automatic,1,East,25950.0,2025-12-15,5
Toyota,Tacoma,2018,85622,Petrol,Automatic,3,North,14550.0,2026-01-21,15
Honda,CR-V,2015,102124,Hybrid,Manual,1,North,8250.0,2026-09-13,41
